chr	bid	start	end	bead_size_bp	n_child_1mb
chrX	2585	123000000	124000000	1000000	-1
chrX	2586	124000000	125000000	1000000	-1
chrX	2587	125000000	126000000	1000000	-1
chrX	2588	126000000	127000000	1000000	-1
chrX	2589	127000000	128000000	1000000	-1
chrX	2590	128000000	129000000	1000000	-1
chrX	2591	129000000	130000000	1000000	-1
chrX	2592	130000000	131000000	1000000	-1
chrX	2593	131000000	132000000	1000000	-1
chrX	2594	132000000	133000000	1000000	-1
chrX	2595	133000000	134000000	1000000	-1
chrX	2596	134000000	135000000	1000000	-1
chrX	2597	135000000	136000000	1000000	-1
chrX	2598	136000000	137000000	1000000	-1
chrX	2599	137000000	138000000	1000000	-1
chrX	2600	138000000	139000000	1000000	-1
chrX	2601	139000000	140000000	1000000	-1
chrX	2602	140000000	141000000	1000000	-1
chrX	2603	141000000	142000000	1000000	-1
chrX	2604	142000000	143000000	1000000	-1
chrX	2605	143000000	144000000	1000000	-1
chrX	2606	144000000	145000000	1000000	-1
chrX	2607	145000000	146000000	1000000	-1
chrX	2608	146000000	147000000	1000000	-1
chrX	2609	147000000	148000000	1000000	-1
chrX	2610	148000000	149000000	1000000	-1
chrX	2611	149000000	150000000	1000000	-1
chrX	2612	150000000	151000000	1000000	-1
chrX	2613	151000000	152000000	1000000	-1
chrX	2614	152000000	153000000	1000000	-1
chrX	2615	153000000	154000000	1000000	-1
chrX	2616	154000000	155000000	1000000	-1
chrX	2617	155000000	156000000	1000000	-1
chrX	2618	156000000	157000000	1000000	-1
chrX	2619	157000000	158000000	1000000	-1
chrX	2620	158000000	159000000	1000000	-1
chrX	2621	159000000	160000000	1000000	-1
chrX	2622	160000000	161000000	1000000	-1
chrX	2623	161000000	162000000	1000000	-1
chrX	2624	162000000	163000000	1000000	-1
chrX	2625	163000000	164000000	1000000	-1
chrX	2626	164000000	165000000	1000000	-1
chrX	2627	165000000	166000000	1000000	-1
chrX	2628	166000000	167000000	1000000	-1
chrX	2629	167000000	168000000	1000000	-1
chrX	2630	168000000	169000000	1000000	-1
chrX	2631	169000000	170000000	1000000	-1
chrX	2632	170000000	171031299	1031299	-1
